image_id,image_name,class_id,class_name,x,y,width,height,is_training,image_path
627,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0049_8548.jpg,8,012.Yellow_headed_Blackbird,156.0,106.0,157.0,166.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0049_8548.jpg
628,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg,8,012.Yellow_headed_Blackbird,135.0,110.0,163.0,135.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg
629,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,8,012.Yellow_headed_Blackbird,210.0,150.0,158.0,135.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg
630,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,8,012.Yellow_headed_Blackbird,54.0,97.0,281.0,182.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg
631,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,8,012.Yellow_headed_Blackbird,140.0,83.0,164.0,205.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg
632,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0042_8574.jpg,8,012.Yellow_headed_Blackbird,106.0,176.0,120.0,114.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0042_8574.jpg
633,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,8,012.Yellow_headed_Blackbird,148.0,104.0,139.0,369.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg
634,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0024_8586.jpg,8,012.Yellow_headed_Blackbird,153.0,89.0,201.0,223.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0024_8586.jpg
635,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,8,012.Yellow_headed_Blackbird,190.0,80.0,188.0,219.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg
636,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,8,012.Yellow_headed_Blackbird,136.0,84.0,140.0,255.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg
637,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0080_8601.jpg,8,012.Yellow_headed_Blackbird,170.0,20.0,121.0,300.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0080_8601.jpg
638,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0023_7325.jpg,8,012.Yellow_headed_Blackbird,228.0,48.0,219.0,257.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0023_7325.jpg
639,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg,8,012.Yellow_headed_Blackbird,196.0,94.0,160.0,201.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg
640,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0055_8357.jpg,8,012.Yellow_headed_Blackbird,151.0,99.0,179.0,175.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0055_8357.jpg
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,8,012.Yellow_headed_Blackbird,111.0,120.0,179.0,157.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg
642,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg,8,012.Yellow_headed_Blackbird,104.0,107.0,184.0,285.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg
643,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0013_8362.jpg,8,012.Yellow_headed_Blackbird,116.0,57.0,332.0,333.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0013_8362.jpg
644,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0085_8363.jpg,8,012.Yellow_headed_Blackbird,161.0,75.0,161.0,184.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0085_8363.jpg
645,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg,8,012.Yellow_headed_Blackbird,183.0,69.0,141.0,332.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg
646,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0098_8367.jpg,8,012.Yellow_headed_Blackbird,98.0,102.0,270.0,178.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0098_8367.jpg
647,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,8,012.Yellow_headed_Blackbird,72.0,104.0,285.0,350.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg
648,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg,8,012.Yellow_headed_Blackbird,117.0,88.0,195.0,213.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg
649,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0059_8079.jpg,8,012.Yellow_headed_Blackbird,102.0,77.0,198.0,198.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0059_8079.jpg
650,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0100_8407.jpg,8,012.Yellow_headed_Blackbird,42.0,111.0,267.0,161.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0100_8407.jpg
651,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0053_8410.jpg,8,012.Yellow_headed_Blackbird,1.0,128.0,338.0,171.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0053_8410.jpg
652,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg,8,012.Yellow_headed_Blackbird,165.0,153.0,309.0,235.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg
653,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,8,012.Yellow_headed_Blackbird,124.0,89.0,157.0,216.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg
654,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0102_8441.jpg,8,012.Yellow_headed_Blackbird,136.0,247.0,244.0,187.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0102_8441.jpg
655,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg,8,012.Yellow_headed_Blackbird,109.0,110.0,292.0,315.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg
656,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0047_7929.jpg,8,012.Yellow_headed_Blackbird,1.0,100.0,299.0,276.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0047_7929.jpg
657,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,8,012.Yellow_headed_Blackbird,152.0,56.0,259.0,301.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg
658,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0012_8443.jpg,8,012.Yellow_headed_Blackbird,180.0,89.0,261.0,235.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0012_8443.jpg
659,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0035_8447.jpg,8,012.Yellow_headed_Blackbird,116.0,123.0,174.0,189.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0035_8447.jpg
660,013.Bobolink/Bobolink_0107_10252.jpg,9,013.Bobolink,104.0,61.0,324.0,194.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0107_10252.jpg
661,013.Bobolink/Bobolink_0007_9246.jpg,9,013.Bobolink,48.0,73.0,182.0,162.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0007_9246.jpg
662,013.Bobolink/Bobolink_0104_10273.jpg,9,013.Bobolink,207.0,94.0,156.0,171.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0104_10273.jpg
663,013.Bobolink/Bobolink_0001_9261.jpg,9,013.Bobolink,88.0,77.0,263.0,270.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0001_9261.jpg
664,013.Bobolink/Bobolink_0115_9265.jpg,9,013.Bobolink,139.0,89.0,157.0,152.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0115_9265.jpg
665,013.Bobolink/Bobolink_0039_9779.jpg,9,013.Bobolink,126.0,121.0,225.0,289.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0039_9779.jpg
666,013.Bobolink/Bobolink_0102_10807.jpg,9,013.Bobolink,96.0,119.0,156.0,163.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0102_10807.jpg
667,013.Bobolink/Bobolink_0033_10809.jpg,9,013.Bobolink,69.0,113.0,311.0,157.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0033_10809.jpg
668,013.Bobolink/Bobolink_0094_9823.jpg,9,013.Bobolink,145.0,63.0,258.0,256.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0094_9823.jpg
669,013.Bobolink/Bobolink_0008_9289.jpg,9,013.Bobolink,192.0,70.0,190.0,211.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0008_9289.jpg
670,013.Bobolink/Bobolink_0099_9314.jpg,9,013.Bobolink,83.0,29.0,270.0,332.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0099_9314.jpg
671,013.Bobolink/Bobolink_0101_9811.jpg,9,013.Bobolink,94.0,41.0,180.0,289.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0101_9811.jpg
672,013.Bobolink/Bobolink_0050_9821.jpg,9,013.Bobolink,99.0,125.0,194.0,291.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0050_9821.jpg
673,013.Bobolink/Bobolink_0074_9311.jpg,9,013.Bobolink,161.0,93.0,123.0,121.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0074_9311.jpg
674,013.Bobolink/Bobolink_0120_10859.jpg,9,013.Bobolink,295.0,111.0,130.0,183.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0120_10859.jpg
675,013.Bobolink/Bobolink_0097_10861.jpg,9,013.Bobolink,167.0,107.0,128.0,152.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0097_10861.jpg
676,013.Bobolink/Bobolink_0109_9869.jpg,9,013.Bobolink,84.0,228.0,139.0,157.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0109_9869.jpg
677,013.Bobolink/Bobolink_0013_9367.jpg,9,013.Bobolink,171.0,127.0,144.0,212.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0013_9367.jpg
678,013.Bobolink/Bobolink_0065_9375.jpg,9,013.Bobolink,5.0,71.0,235.0,258.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0065_9375.jpg
679,013.Bobolink/Bobolink_0018_9402.jpg,9,013.Bobolink,171.0,117.0,100.0,102.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0018_9402.jpg
680,013.Bobolink/Bobolink_0119_10430.jpg,9,013.Bobolink,76.0,115.0,217.0,307.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0119_10430.jpg
681,013.Bobolink/Bobolink_0126_11458.jpg,9,013.Bobolink,149.0,136.0,168.0,167.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0126_11458.jpg
682,013.Bobolink/Bobolink_0052_9423.jpg,9,013.Bobolink,178.0,80.0,182.0,131.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0052_9423.jpg
683,013.Bobolink/Bobolink_0081_9439.jpg,9,013.Bobolink,248.0,65.0,133.0,151.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0081_9439.jpg
684,013.Bobolink/Bobolink_0048_9988.jpg,9,013.Bobolink,77.0,98.0,230.0,357.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0048_9988.jpg
685,013.Bobolink/Bobolink_0044_9990.jpg,9,013.Bobolink,239.0,111.0,154.0,107.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0044_9990.jpg
686,013.Bobolink/Bobolink_0067_11533.jpg,9,013.Bobolink,81.0,115.0,154.0,152.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0067_11533.jpg
687,013.Bobolink/Bobolink_0110_9496.jpg,9,013.Bobolink,65.0,121.0,134.0,120.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0110_9496.jpg
688,013.Bobolink/Bobolink_0071_9503.jpg,9,013.Bobolink,87.0,85.0,222.0,336.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0071_9503.jpg
689,013.Bobolink/Bobolink_0128_9947.jpg,9,013.Bobolink,207.0,60.0,142.0,152.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0128_9947.jpg
690,013.Bobolink/Bobolink_0092_10026.jpg,9,013.Bobolink,8.0,36.0,369.0,421.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0092_10026.jpg
691,013.Bobolink/Bobolink_0014_11055.jpg,9,013.Bobolink,165.0,117.0,181.0,203.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0014_11055.jpg
692,013.Bobolink/Bobolink_0026_11057.jpg,9,013.Bobolink,56.0,201.0,181.0,185.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0026_11057.jpg
693,013.Bobolink/Bobolink_0019_10552.jpg,9,013.Bobolink,96.0,121.0,206.0,227.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0019_10552.jpg
694,013.Bobolink/Bobolink_0059_10041.jpg,9,013.Bobolink,83.0,28.0,226.0,286.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0059_10041.jpg
695,013.Bobolink/Bobolink_0112_11073.jpg,9,013.Bobolink,141.0,37.0,180.0,268.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0112_11073.jpg
696,013.Bobolink/Bobolink_0057_10051.jpg,9,013.Bobolink,53.0,130.0,124.0,266.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0057_10051.jpg
697,013.Bobolink/Bobolink_0049_9540.jpg,9,013.Bobolink,71.0,89.0,313.0,261.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0049_9540.jpg
698,013.Bobolink/Bobolink_0027_10569.jpg,9,013.Bobolink,144.0,133.0,157.0,141.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0027_10569.jpg
699,013.Bobolink/Bobolink_0002_11085.jpg,9,013.Bobolink,19.0,47.0,264.0,206.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0002_11085.jpg
700,013.Bobolink/Bobolink_0076_11093.jpg,9,013.Bobolink,50.0,78.0,244.0,193.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0076_11093.jpg
701,013.Bobolink/Bobolink_0131_9578.jpg,9,013.Bobolink,117.0,95.0,149.0,186.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0131_9578.jpg
702,013.Bobolink/Bobolink_0064_10092.jpg,9,013.Bobolink,84.0,68.0,370.0,232.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0064_10092.jpg
703,013.Bobolink/Bobolink_0035_11117.jpg,9,013.Bobolink,32.0,132.0,252.0,293.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0035_11117.jpg
704,013.Bobolink/Bobolink_0043_10607.jpg,9,013.Bobolink,146.0,66.0,200.0,346.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0043_10607.jpg
705,013.Bobolink/Bobolink_0056_9080.jpg,9,013.Bobolink,208.0,114.0,271.0,217.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0056_9080.jpg
706,013.Bobolink/Bobolink_0069_9085.jpg,9,013.Bobolink,92.0,91.0,220.0,364.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0069_9085.jpg
707,013.Bobolink/Bobolink_0021_10623.jpg,9,013.Bobolink,141.0,61.0,275.0,284.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0021_10623.jpg
708,013.Bobolink/Bobolink_0070_10624.jpg,9,013.Bobolink,58.0,93.0,132.0,158.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0070_10624.jpg
709,013.Bobolink/Bobolink_0114_10627.jpg,9,013.Bobolink,33.0,14.0,451.0,482.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0114_10627.jpg
710,013.Bobolink/Bobolink_0133_9618.jpg,9,013.Bobolink,37.0,71.0,197.0,210.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0133_9618.jpg
711,013.Bobolink/Bobolink_0106_9126.jpg,9,013.Bobolink,169.0,74.0,164.0,159.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0106_9126.jpg
712,013.Bobolink/Bobolink_0053_10166.jpg,9,013.Bobolink,289.0,126.0,123.0,147.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0053_10166.jpg
713,013.Bobolink/Bobolink_0124_10182.jpg,9,013.Bobolink,93.0,76.0,194.0,196.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0124_10182.jpg
714,013.Bobolink/Bobolink_0040_9681.jpg,9,013.Bobolink,18.0,79.0,284.0,377.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0040_9681.jpg
715,013.Bobolink/Bobolink_0117_10215.jpg,9,013.Bobolink,123.0,85.0,348.0,242.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0117_10215.jpg
716,013.Bobolink/Bobolink_0032_10217.jpg,9,013.Bobolink,90.0,59.0,228.0,273.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0032_10217.jpg
717,013.Bobolink/Bobolink_0020_9194.jpg,9,013.Bobolink,66.0,38.0,208.0,222.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0020_9194.jpg
718,013.Bobolink/Bobolink_0079_10736.jpg,9,013.Bobolink,121.0,141.0,211.0,166.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0079_10736.jpg
719,013.Bobolink/Bobolink_0047_9204.jpg,9,013.Bobolink,15.0,95.0,304.0,321.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\013.Bobolink/Bobolink_0047_9204.jpg
720,014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg,10,014.Indigo_Bunting,90.0,57.0,187.0,315.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg
721,014.Indigo_Bunting/Indigo_Bunting_0014_14167.jpg,10,014.Indigo_Bunting,194.0,19.0,102.0,263.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0014_14167.jpg
722,014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,10,014.Indigo_Bunting,45.0,65.0,238.0,294.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg
723,014.Indigo_Bunting/Indigo_Bunting_0068_13081.jpg,10,014.Indigo_Bunting,61.0,25.0,297.0,224.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0068_13081.jpg
724,014.Indigo_Bunting/Indigo_Bunting_0040_11805.jpg,10,014.Indigo_Bunting,161.0,34.0,203.0,276.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0040_11805.jpg
725,014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg,10,014.Indigo_Bunting,38.0,90.0,201.0,259.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg
